channel,participant_id,time_of_day,minute,AU,mean,median,std,min,max,range,rms,variance,cv,trend_slope,trend_r2,autocorr_lag1,fft_mean,fft_max,dominant_freq
R,3,afternoon,4,1.60526857378061,129.65942809917962,130.13070028181727,5.071625690739557,119.48344521478948,139.44551762162695,19.962072406837464,129.75857845303833,25.721387146969494,0.03911497809838401,-0.030756609320603333,0.01103019338333337,0.9160525107878996,22.16449289376608,131.0632199527058,3.0
R,3,evening,0,0.533112582781457,87.52985835758163,87.06088145097017,2.564806527954764,81.93153772322373,93.7878551923924,11.856317469168673,87.56742737242052,6.57823252583937,0.029302075609260778,-0.0026066732686382517,0.00030978798971169265,0.9136099044993159,11.712465010111291,59.28164715838893,1.0
R,3,evening,1,0.533112582781457,88.99125711531723,88.08312637843409,3.624531847580389,82.86770424973365,97.4821341702198,14.614429920486145,89.0650384498801,13.137231114124509,0.040729077941626717,0.06144124467425611,0.08618204009318742,0.9257953506871457,14.063197799795955,117.2128465546648,2.0
R,3,evening,2,0.533112582781457,86.4032494156534,86.4296438696374,3.769027505523895,74.5950289752712,94.44414514688876,19.849116171617553,86.48541540584174,14.205568337395675,0.04362136297625004,-0.07072625846197071,0.10560958948446306,0.8857318895220944,20.449897291106105,84.15825681741032,4.0
R,3,evening,3,0.533112582781457,81.07688873397753,80.85297148574145,2.8605175650936476,74.40850850939394,87.5725570086655,13.164048499271559,81.12733477393411,8.18256074020929,0.03528154088554773,0.08246197639086982,0.24924063078063882,0.9389668006833354,11.83766885654072,83.8234062187146,2.0
R,3,evening,4,0.533112582781457,81.10471097918052,80.76170878241663,2.0572367907324574,77.74567064790814,87.04481357389813,9.299142925989983,81.13079788976287,4.232223213143181,0.0253651947666381,-0.03639202325047547,0.09385219586222972,0.8868419898545926,9.369795826835833,46.310131436342765,2.0
R,3,evening,5,0.533112582781457,84.14250597183782,84.33381175773502,4.551037801208482,76.96001437572743,90.95473886779844,13.994724492071015,84.26549267813482,20.711945068028534,0.05408726241396738,0.013015911947464546,0.002453177195576772,0.9622006490208145,14.706149929711989,144.08706037201276,1.0
R,3,morning,0,1.22490779968911,102.26921774754132,99.64683617748165,7.593427773126105,96.83788073128072,144.68980921673017,47.85192848544945,102.55073400049217,57.66014534568288,0.07424939722457363,-0.179121990776148,0.16688706718008023,0.9540166408480555,48.30621452698308,153.95570563308013,1.0
R,3,morning,1,1.22490779968911,106.04920018872208,104.25346424344771,6.945236606336919,96.38718235308266,125.10529525970875,28.71811290662609,106.27638106458865,48.23631151800237,0.0654907023657177,-0.09553424257616798,0.056747226296528314,0.8830346888541873,32.08920378245376,176.03695168300501,1.0
R,3,morning,2,1.22490779968911,108.95215546326243,104.28646937607536,10.330708446375203,97.43239554819628,130.59102049035067,33.15862494215439,109.4408320376582,106.72353700400795,0.09481876151509849,0.2222994233479747,0.13887275868266022,0.8917395057707401,44.53516648428285,235.21548816895654,5.0
R,3,morning,3,1.22490779968911,101.58250860349281,101.09156717676642,2.084500803797028,98.06666620593116,108.00957919490116,9.942912988970008,101.60389361525336,4.345143601030455,0.020520272951008337,-0.008289628517676648,0.004743147220348643,0.8493249799327409,10.84384137697577,47.13061763169321,3.0
R,3,morning,4,1.22490779968911,99.64804124720568,98.48833883300887,5.012014978006624,92.25894552181188,114.4798339579796,22.220888436167712,99.77400672792771,25.120294139762734,0.05029717508515702,-0.01186819533900724,0.0016816873285013707,0.8644202477711159,24.502387331332987,129.0487219838378,3.0
R,3,afternoon,0,2.78139534883721,133.41802356613698,136.38761708142198,8.41320353225811,107.53657924634663,141.3677167235315,33.83113747718485,133.68302437471064,70.78199367520034,0.06305897289399577,0.18798273205011645,0.14973168912202178,0.9611734951458459,30.939776326154067,221.41351908329395,1.0
R,3,afternoon,1,2.78139534883721,117.31184035594384,117.8678145887827,2.7623113017526424,113.05707121513608,125.37386776546404,12.316796550327965,117.34435756109558,7.630363727790377,0.023546739128257287,-0.15136309203717105,0.9005241037401805,0.9666883854392758,14.14551336314191,91.9727282942488,1.0
R,3,afternoon,2,2.78139534883721,115.0751832347152,113.3087054909639,4.431560692890695,109.88262631319496,129.6794920339695,19.796865720774534,115.16048161881773,19.638730174773855,0.03851013370508114,0.13727801353478414,0.28779892650732425,0.8510498583681152,25.24968402423274,94.9076262252932,1.0
R,3,afternoon,3,2.78139534883721,124.85321637172986,124.0748995032881,6.491396197024819,112.62797780413588,141.37549785869737,28.74752005456149,125.02185354150188,42.13822458674827,0.05199222242843817,0.0870801884410042,0.05397132590923659,0.8949195299439543,30.556093329298378,133.68453834202808,1.0
R,3,afternoon,4,2.78139534883721,122.38676176736735,122.9392372279505,6.283669202470395,104.51091140574638,136.21360993620658,31.702698530460196,122.54796593394936,39.484498646074925,0.051342719679935325,0.005572216530473218,0.00023584677459865738,0.914177944874471,26.115475759078382,161.57222955947623,4.0
R,3,afternoon,0,1.54642420003497,118.2181407812759,118.30391016305651,6.078369383787087,102.34279940845413,130.34617670108068,28.003377292626553,118.37430204291525,36.946574365760206,0.05141655369558688,0.15785164406005162,0.20226681795438395,0.9529738618575939,30.262896962258516,153.31851626961063,2.0
R,3,afternoon,1,1.54642420003497,118.67514452750315,118.53744371966732,3.5281145389358413,111.23597719417096,125.71880470201408,14.482827507843126,118.72757691801688,12.447592199850464,0.02972917836068785,0.010786646518355175,0.0028034198417433453,0.8661653364370646,12.481351030706907,120.20007135271955,5.0
R,3,afternoon,2,1.54642420003497,114.9359835125508,114.68323433776894,2.1555174244599034,110.82050902600068,123.76650667533193,12.945997649331247,114.95619409742346,4.646255367150255,0.018754069512416746,-0.008217931365046081,0.004359358087172634,0.9337166815840777,12.742859270740611,42.99308105001211,6.0
R,3,afternoon,3,1.54642420003497,118.49884381756773,118.38323374883697,2.001552546117554,114.57055042635176,123.23125450844654,8.660704082094782,118.51574662759027,4.006212594869663,0.01689090358577752,0.05239767660529569,0.20553731025198677,0.849167130238438,9.986183392264126,45.12123126606788,6.0
R,3,afternoon,4,1.54642420003497,117.5554908605544,118.38129329788029,4.878439134635422,106.81063020986082,123.8579119745043,17.047281764643486,117.65667256835133,23.79916839034241,0.041499032486770775,-0.1829941051915069,0.42200055167962763,0.9661444265910571,16.263863539655002,177.22619941368652,1.0
R,3,morning,0,2.85025889677052,163.21323911751426,167.89581569402247,10.456436658828824,133.56672678170793,171.11041361917478,37.54368683746685,163.54784771078766,109.33706760009932,0.06406610587918962,0.42891581965329584,0.504634929251676,0.9859263408918698,48.66232015660673,282.04693724854934,1.0
R,3,morning,1,2.85025889677052,167.02672289854462,170.97671936675388,9.87849538590345,134.99174297999028,173.97699773456097,38.98525475457069,167.3185908179857,97.58467108931578,0.05914320303890782,-0.2771225086935114,0.2360274974528793,0.9819217585184462,47.605012456215086,231.5803151882348,1.0
R,3,morning,2,2.85025889677052,138.18451425766116,138.12053744324294,0.35413229234313465,137.40184757733627,138.86275329921858,1.4609057218823125,138.1849680330905,0.12540968048020337,0.0025627494818788892,0.017420042990842908,0.725718148983412,0.9750207144751859,1.629685789537995,9.711602236603673,1.0
R,3,morning,3,2.85025889677052,142.93202241744365,141.10833483421635,4.6784579965372055,137.09579915408318,153.27581022714168,16.180011073058495,143.00856967876425,21.88796922536292,0.03273204924328363,0.1170982398149905,0.1878866249082947,0.884599134099834,19.844431400052358,121.16896532188748,1.0
R,3,morning,4,2.85025889677052,143.3818811412712,141.66683481828545,3.955480943492124,139.826038274695,156.94585191347204,17.119813638777032,143.4364307597758,15.645829494329345,0.02758703478941666,0.13251868770124875,0.33663266913256895,0.9293391441090961,17.61377910863072,94.41284180038392,2.0
R,3,evening,0,1.01884304227638,92.46889554970238,91.56431962168203,3.4951358292647097,88.30387335335334,104.3075237880468,16.003650434693455,92.53492647993393,12.215974465009909,0.03779796231055968,-0.14777760165717732,0.5361541997811966,0.9797773378030322,18.28143319151097,73.81970119088025,2.0
R,3,evening,1,1.01884304227638,89.42743833504353,89.02569045290197,1.64892785487414,87.21933791340686,93.085020467591,5.865682554184133,89.44263910595771,2.718963070579833,0.018438724013450744,0.04757969731485617,0.2497127062956001,0.9067814072912918,7.29550189980871,54.085908255250416,1.0
R,3,evening,2,1.01884304227638,89.54010220084302,89.11586738459815,1.6960501483309443,87.25259987616934,94.4882921106129,7.235692234443562,89.55616387632438,2.876586105653418,0.01894179374887466,-0.05163922192123782,0.27802420138953887,0.9272818225779262,7.3240191278076985,52.93970319801405,1.0
R,3,evening,3,1.01884304227638,90.42256669894975,89.98962612345669,2.316549666062626,87.02005540611187,96.65551004873616,9.635454642624296,90.45223585285964,5.366402355334864,0.025619154049443073,0.05431415820263385,0.16487069737702775,0.9255649025376159,9.305290766868449,74.9767939491605,1.0
R,3,evening,4,1.01884304227638,89.36802213504461,89.26689518520972,0.7736680362556403,88.2038568534409,90.34705664128168,2.1431997878407856,89.3713709336505,0.5985622303236587,0.008657101474171314,-0.03849516808575279,0.7425124363665435,0.9894426159807929,2.60938660176953,29.89768962975687,1.0
R,3,afternoon,0,0.716578740599394,140.24982731846376,141.24078172265692,3.301052597538461,131.12817154904212,144.43850240473597,13.310330855693849,140.28867028776995,10.89694825171542,0.0235369458944675,0.09098236734196641,0.22782961585810388,0.9449192535367835,13.241926792941712,86.65716825930355,2.0
R,3,afternoon,1,0.716578740599394,140.85673546816486,140.76425604398258,0.6313215572689636,139.72313346262192,142.29000272385466,2.566869261232739,140.85815025640952,0.3985669086725092,0.004482011847895118,-0.018893533430978306,0.2686122008348269,0.9268844337847688,2.657440047565536,15.132215963482196,4.0
R,3,afternoon,2,0.716578740599394,139.66472924195241,140.27415196425272,4.222606927416157,120.07928076625082,144.20428798113647,24.125007214885656,139.72854756094526,17.830409263462922,0.0302338818829388,-0.06816426804463459,0.07815429323808411,0.9409189051547775,25.16607720578253,84.90137064620701,3.0
R,3,afternoon,3,0.716578740599394,134.26012020627527,136.92235097630675,5.950618353220646,119.28971320964156,142.1980082682067,22.908295058565145,134.3919258608536,35.40985878568639,0.044321562826213676,0.10589669326291895,0.09498197675469852,0.8559230723493785,25.49074722661867,165.53276339258613,6.0
R,3,afternoon,4,0.716578740599394,133.06757319336813,137.59340307450105,7.773916561719482,114.15759057451515,140.2410161727139,26.083425598198744,133.29445905318406,60.433778708576455,0.0584208186455655,-0.2952775478633957,0.4326948257183689,0.9734030885776237,29.08772918993945,253.24189649083516,1.0
R,3,evening,0,1.76596530084902,94.69190612814197,94.84957541485826,2.7701100452084373,88.44987046729757,99.25905444619268,10.809183978895106,94.73241576062239,7.6735096625646895,0.029253926319396745,0.13141789439589777,0.6750183287825866,0.9659312641666903,13.083147779750197,93.97139794793107,1.0
R,3,evening,1,1.76596530084902,90.16920984689298,89.21138143757838,3.2522267401703986,86.6333414051939,98.83425042640164,12.200909021207735,90.2278415079431,10.576978769479377,0.0360680408016438,-0.16736045763145269,0.7942270557377756,0.9831542507087493,15.664529557242039,101.91941895366378,1.0
R,3,evening,2,1.76596530084902,88.9890319330792,87.9151144506246,2.9631974085826123,83.85939183181665,95.65125453418928,11.791862702372626,89.03835321516691,8.78053888223071,0.03329845649380687,-0.020915850518340134,0.014942748567548403,0.9532871937487194,11.367192326116204,93.12934603600087,1.0
R,3,evening,3,1.76596530084902,88.25115623380681,87.63064437297037,3.7106611647580223,84.21900978352619,100.3242691263136,16.105259342787406,88.32913213025148,13.769006279643362,0.04204660111768706,0.1450713833617508,0.4584178367050057,0.9241472041788922,20.738127717193,96.25392630192421,1.0
R,3,evening,4,1.76596530084902,93.61061585971335,94.16528007988522,4.580690447952336,83.68436255598255,102.5051019931164,18.820739437133852,93.72262334471212,20.982724979961777,0.04893345060700927,-0.06672546081647163,0.06363878446196054,0.8777440181628261,19.295675663410783,134.95317806561295,4.0
R,3,afternoon,0,2.5131612573473,138.783315848034,139.1061177922559,0.9009981112916041,135.09811509779283,139.31823352970855,4.220118431915722,138.78624051170104,0.8117975965510379,0.006492121230287253,0.031987999821415425,0.3780306467177213,0.987508938373092,5.183598543727656,20.175690588813854,1.0
R,3,afternoon,1,2.5131612573473,139.60360123799134,139.57644026275415,0.177432583729476,139.31067366877957,139.95726308305453,0.6465894142749562,139.60371399406915,0.03148232176891752,0.0012709742595700335,0.008815949187817277,0.7404095367894077,0.9654574882675218,0.6843255463327551,6.297377763677898,1.0
R,3,afternoon,2,2.5131612573473,139.9570442191096,139.88762153536612,0.1578781968126736,139.7408141207755,140.352345495217,0.6115313744415118,139.95713326613557,0.0249255250288213,0.0011280475211681883,0.007887389638901161,0.7485535542475572,0.9672585476714364,0.7881676162314714,4.936822877198917,1.0
R,3,afternoon,3,2.5131612573473,140.09922437490937,140.09525945300405,0.13944774071673247,139.75627929687545,140.33808232566088,0.5818030287854299,140.09929377453548,0.019445672391001048,0.0009953498410070634,-0.0006482272083267277,0.006480852654909402,0.8633444362537821,0.5703841939494296,3.8485057365469286,5.0
R,3,afternoon,4,2.5131612573473,140.48903922159337,140.5407980989284,0.1531511947379615,140.20893076649958,140.68880137007133,0.4798706035717544,140.48912269885824,0.023455288449665,0.0010901291344550717,0.007891064190246993,0.7962161361584841,0.9642107192341116,0.6766247036610836,5.147036238641202,1.0
R,3,morning,0,2.6201935577062,134.98302382507057,139.3780418030706,9.822955526028371,118.26994308703269,145.5034712743162,27.233528187283525,135.3399688792114,96.49045526633132,0.07277178453218369,0.4409200405937915,0.6042768025574649,0.9898090238258945,35.49760675623111,344.4919978115221,1.0
R,3,morning,1,2.6201935577062,138.0862628977652,137.89702712903437,4.0231643881559425,129.0005372137898,144.9018302188967,15.90129300510688,138.14485822051017,16.185851694126182,0.02913515293583705,-0.0905107296050339,0.1517976944210581,0.9054199112259481,17.31615242365063,101.84358731961234,1.0
R,3,morning,2,2.6201935577062,142.48536093089012,142.46142656889822,1.8213292576004307,137.50235077455324,145.47480402054236,7.972453245989129,142.49700109079703,3.317240264591336,0.012782571104662513,0.0641785443717765,0.3723946197165402,0.9197831065845525,7.543778068334488,44.16209303299946,1.0
R,3,morning,3,2.6201935577062,145.67334851866863,145.74029789243292,0.2982415132130313,144.87737378081084,146.15328418021056,1.27591039939972,145.67365381784617,0.0889480002035987,0.002047330662920384,-0.0006682835236290493,0.0015058645857575488,0.81502017067314,1.5146537481819584,6.705102572434603,8.0
R,3,morning,4,2.6201935577062,144.6836384325227,144.93453300656563,1.5905633829155519,141.0988254909543,147.467207104868,6.368381613913698,144.6923810086351,2.5298918750717645,0.010993388057125906,-0.001859093291313556,0.00040973306051820873,0.8827016314333895,7.417594656010988,47.21197362700127,2.0
R,3,evening,0,2.42401671846533,87.06203873655548,88.05378743704473,4.4389426588763765,77.87982018125643,94.94336505210626,17.063544870849825,87.17512719172987,19.70421192879247,0.0509859718745904,-0.10997256835790746,0.18408155170050847,0.9330198800870527,18.757482621751702,134.52658017565145,1.0
R,3,evening,1,2.42401671846533,81.05537047966835,81.87235737035971,2.438892225078195,75.68780258861449,83.99009066393069,8.302288075316199,81.09205435110049,5.948195285546868,0.030089211983665733,0.0800132591518062,0.322804294364223,0.9633671655540998,10.081817161346153,79.27848636046376,2.0
R,3,evening,2,2.42401671846533,84.37300766777692,83.69689570764614,3.1149947376343587,80.18622705734074,91.94831751167982,11.762090454339074,84.43048984296036,9.703192215489748,0.036919327915043855,0.10119869162545345,0.3165452210502768,0.8936662778976308,12.91057074755786,108.07230739957353,1.0
R,3,evening,3,2.42401671846533,80.35709105843802,80.57313692003198,1.091656799317454,77.28533800695872,82.60805339005157,5.3227153830928415,80.36450583399112,1.1917145674960279,0.013585071146835302,0.044968980831418426,0.508925769819917,0.8839593075098144,5.591225956044127,30.688505797562296,1.0
R,3,evening,4,2.42401671846533,83.10894535248302,81.79830572416918,3.777534368637398,77.11424072527208,92.11236607662327,14.998125351351192,83.19475081703318,14.269765906236747,0.04545280116552472,-0.06350323123901142,0.08475696561907269,0.9112053038235542,16.197218250759544,101.19709920609337,1.0
R,3,morning,0,1.25709998928304,121.15850464443426,120.85162058749468,3.960468533044673,114.16447849944244,130.6374468731784,16.472968373735952,121.22321790266348,15.685311001237023,0.032688324640029506,0.06833064463502202,0.08927677678888074,0.9020720783554811,17.783066056682618,115.74540171975767,1.0
R,3,morning,0,2.82462712942673,117.45261146936431,117.98247014910196,4.59657459541628,97.94953494768106,126.1800021292799,28.23046718159884,117.54252183352489,21.128498011226338,0.03913556742179266,0.07874283532752702,0.08801446893169497,0.9361960128182738,25.604666257318907,105.37834541342576,1.0
R,3,morning,1,2.82462712942673,118.49617365903218,118.33451331544269,2.238917129697816,114.31500615990429,122.43538697987304,8.120380819968759,118.51732329809494,5.0127499136543054,0.018894425536062142,-0.08276275766707837,0.40982124506763246,0.873518693085896,9.687448223906499,69.58836599395751,1.0
R,3,morning,2,2.82462712942673,119.11060622871534,118.2805637390724,4.797312079485765,112.86553091241808,134.85018849848814,21.984657586070057,119.20717562026232,23.014203187980037,0.040276111682877674,0.1737913692838193,0.39360541766043466,0.923530745603153,21.267525113219012,118.18625421145023,1.0
R,3,morning,3,2.82462712942673,117.3699625478724,116.37018292533418,3.2364584841405457,113.18471248889944,128.4121366958451,15.22742420694567,117.41457648864785,10.474663519565318,0.02757484465026325,0.07122364661020733,0.14524758853671269,0.9034388696314146,15.198147790157247,71.84642009557926,2.0
R,3,morning,4,2.82462712942673,118.13018330055424,116.08251087991343,5.628251283456405,111.3589484033852,134.02091196249376,22.661963559108557,118.26418485379364,31.677212509728665,0.047644481077797105,-0.04790672085433593,0.021729339859094726,0.9071646706694002,23.680049330902918,118.5215957709438,5.0
R,4,morning,0,2.07211184694628,157.38542444071044,156.57325921600875,2.9803328929292405,151.57041744101508,167.8078270636876,16.237409622672516,157.41364048434698,8.882384152675975,0.018936524162455802,-0.039341089798620464,0.05225932803685509,0.8733166894298908,15.645418436653276,62.919864938399435,5.0
R,4,morning,1,2.07211184694628,156.87615453096214,156.09911520807077,1.8196982653609874,154.82033240052817,161.0924482353589,6.272115834830714,156.88670804819404,3.311301776957787,0.011599584848861422,0.047559665933089114,0.20487050088139816,0.9791454152912671,5.826619605484933,64.79230195159901,1.0
R,4,morning,2,2.07211184694628,157.7349512834176,157.51062491906293,0.634230646838607,156.73496879097513,159.23783416597917,2.502865375004035,157.73622635556967,0.40224851338931783,0.004020863110160125,-0.02558211488442304,0.48795418007626806,0.9850903121802196,3.333627395652784,15.136958838452463,1.0
R,4,morning,3,2.07211184694628,156.78846811181685,156.8359921083753,0.510423501287674,155.74707247049372,157.84186726975693,2.0947947992632123,156.78929894926142,0.26053215066676816,0.003255491347049199,0.005768317168698373,0.038303418874883824,0.8653106851274887,2.5034778078385145,12.935633897128197,2.0
R,4,morning,4,2.07211184694628,155.63486831911163,155.78735400510072,1.4449333065374987,152.03262710094444,157.5960471262655,5.563420025321051,155.64157564406614,2.0878322603413895,0.009284123294800403,-0.006958881949907195,0.006956390209375514,0.8714382421866099,6.627502649776472,35.29532797297507,4.0
R,4,morning,5,2.07211184694628,155.11338748346498,154.7725279725746,2.6779445895247345,150.28964006011614,160.63461589941744,10.344975839301298,155.13650235782717,7.171387224564799,0.01726443237942668,-0.0027903896258334973,0.0003256320360166876,0.9406934256354516,10.709853970766952,78.67075058742063,1.0
